,username,post_url,jour,imageMaisonLien,mois,annee,localite,type,montant,nbPiece
73,Legéant immobilier,https://facebook.com/122946726348599/posts/661166662526600,18,"['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/332058768_4419848664805557_6372044423814129398_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=105&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHAYukdIVuPXl9S2o85nifFe3odRhGT6gl7eh1GEZPqCS2PZpZBkbxpUWig6we7eln14jCHfiEQi7f0a8zKUC4S&_nc_ohc=agtoP4QkazAAX-ZlO7t&_nc_ht=scontent.fabj3-2.fna&oh=00_AfBvqgmtNhWYsb1w_xlEHha8qqLnWnwyThFnx6za7ds0AA&oe=63F5E2B8', 'https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/331803362_601667611316954_8387677580058587309_n.jpg?stp=cp0_dst-jpg_e15_p160x160_q65&_nc_cat=110&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeEOSGSJvcfeZi73rWZu9tvP9ZPn0BTNBFj1k-fQFM0EWCc2uEcZ-IDj8a8gNHB-FfpdBK0Dbi7TrJB2A5Mnle6w&_nc_ohc=FteCfisQkLoAX_Gmr8q&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfDugc0VE1tHPUvnP-VkHCD2QH1Z6P83gDTP4KtVQ_wzGg&oe=63F660AC', 'https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/332117873_1213942065995958_1519742145882267996_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=105&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeG5-EZ8A7r4gquXwY1ht_wrS31lc8iHYWtLfWVzyIdha56DLq241SPWB3JNv-8pWss6N2HXzsuF22HvHxbdMELV&_nc_ohc=IMZZmY60fK0AX8iHHxf&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAwWwwQBh087A8octLdyaZ1rXVfRjnciLkQqb_z-noa_g&oe=63F5AC23', 'https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/332053859_720363276254832_4771770143938784082_n.jpg?stp=cp0_dst-jpg_e15_p110x80_q65&_nc_cat=110&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeGGbuublfbjzBRTuYgvj9s8Uj-frMqGwQFSP5-syobBAYeJww_UHHA1Z8Mo0jXPLhIdRMnoTPV02zyfzluNc0ZI&_nc_ohc=ZAtPkBZyLDIAX90ilPJ&_nc_ht=scontent.fabj3-2.fna&oh=00_AfBjpStHbMUhLSUvfuc1WjKJe7D1M56i-LlIC0TCrqNtdQ&oe=63F6D94E', 'https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/332084223_3178719955751569_8271777943746305236_n.jpg?stp=cp0_dst-jpg_e15_p118x118_q65&_nc_cat=111&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeHh6QJSFnA9FSNxrMTktzUQ6oJT7GgLGFbqglPsaAsYVpFIp8e91eIzwgDsjDzVM4n1_EsmhAlvM9Vs6oZ5YZzT&_nc_ohc=hS3G7VpWUKAAX_jwPwp&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfD0gvaEsRFyl64ba4i3XEcJq68tL-UkM2DiPUskVtC73w&oe=63F643DD']",2,2023,Faya,,450,6
74,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,65,
75,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,65,
76,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,120,
77,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,150,
78,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,150,
79,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,250,
80,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,280,
81,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,400,
82,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,350,
83,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,250,
84,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,200,
85,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,appartement,150,
86,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,140,
87,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,130,
88,Wilfried Anderson Gbazale,https://facebook.com/122946726348599/posts/657388739571059,14,['https://scontent.fabj3-2.fna.fbcdn.net/v/t39.30808-6/329946256_5641037056006626_4749118747668801434_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=106&ccb=1-7&_nc_sid=5bac3a&efg=eyJpIjoidCJ9&_nc_eui2=AeFrGndg5WRZgFrbL3d_qYoG6tEzdIjFtWjq0TN0iMW1aPm1kMUZzqn2zdLBMeiUn-EuSp23hvJ5YeJ4x7XIbbja&_nc_ohc=JeILr3HpSkQAX-6IJzQ&tn=lIxcviTdGjfBj_ac&_nc_ht=scontent.fabj3-2.fna&oh=00_AfAd27n6PHqJ6rF70Gs4ADDDl_5fMaHIASiudBiWjpYt1Q&oe=63F63B2D'],2,2023,Faya,maison Individuel,260,
